Orthogroup	PFEIFFER_annot	SC_annot	SIM_annot
OG0001990	lcl|BK010831.1_prot_DAC79843.1_205	SC_04640	SC_00307
OG0001991	lcl|BK010831.1_prot_DAC79846.1_209	SC_04646	SC_00303
OG0001992	lcl|BK010831.1_prot_DAC79848.1_211	SC_04647	SC_00302
OG0001993	lcl|BK010831.1_prot_DAC79849.1_212	SC_04649	SC_00300
OG0001994	lcl|BK010831.1_prot_DAC79851.1_214	SC_04650	SC_00299
OG0001995	lcl|BK010831.1_prot_DAC79855.1_218	SC_04652	SC_00295
OG0001996	lcl|BK010831.1_prot_DAC79856.1_219	SC_04653	SC_00294
OG0001997	lcl|BK010831.1_prot_DAC79861.1_224	SC_04659	SC_00286
OG0001998	lcl|BK010831.1_prot_DAC79863.1_226	SC_04662	SC_00283
OG0001999	lcl|BK010831.1_prot_DAC79864.1_227	SC_04663	SC_00282
OG0002000	lcl|BK010831.1_prot_DAC79867.1_230	SC_04669	SC_00278
OG0002001	lcl|BK010831.1_prot_DAC79868.1_231	SC_04670	SC_00277
OG0002002	lcl|BK010831.1_prot_DAC79869.1_232	SC_04671	SC_00276
OG0002003	lcl|BK010831.1_prot_DAC79871.1_234	SC_04678	SC_00272
OG0002004	lcl|BK010831.1_prot_DAC79872.1_235	SC_04682	SC_00269
OG0002005	lcl|BK010831.1_prot_DAC79873.1_236	SC_04685	SC_00267
OG0002006	lcl|BK010831.1_prot_DAC79874.1_237	SC_04688	SC_00265
OG0002007	lcl|BK010831.1_prot_DAC79876.1_239	SC_04692	SC_00262
OG0002008	lcl|BK010831.1_prot_DAC79877.1_240	SC_04693	SC_00261
OG0002009	lcl|BK010831.1_prot_DAC79878.1_241	SC_04697	SC_00258
OG0002010	lcl|BK010831.1_prot_DAC79879.1_242	SC_04698	SC_00257
OG0002011	lcl|BK010831.1_prot_DAC79883.1_246	SC_04704	SC_00253
OG0002012	lcl|BK010831.1_prot_DAC79884.1_247	SC_04706	SC_00252
OG0002013	lcl|BK010831.1_prot_DAC79885.1_248	SC_04707	SC_00251
OG0002014	lcl|BK010831.1_prot_DAC79886.1_249	SC_04710	SC_00250
OG0002015	lcl|BK010831.1_prot_DAC79887.1_250	SC_04712	SC_00249
OG0002016	lcl|BK010831.1_prot_DAC79888.1_251	SC_04714	SC_00247
OG0002017	lcl|BK010831.1_prot_DAC79889.1_253	SC_04715	SC_00243
OG0002018	lcl|BK010831.1_prot_DAC79891.1_255	SC_04716	SC_00242
OG0002019	lcl|BK010831.1_prot_257	SC_04718	SC_00238
OG0002020	lcl|BK010831.1_prot_DAC79894.1_259	SC_04720	SC_00236
OG0002021	lcl|BK010831.1_prot_DAC79895.1_260	SC_04722	SC_00235
OG0002022	lcl|BK010831.1_prot_DAC79896.1_261	SC_04724	SC_00231
OG0002023	lcl|BK010831.1_prot_DAC79897.1_262	SC_04727	SC_00228
OG0002024	lcl|BK010831.1_prot_DAC79898.1_263	SC_04728	SC_00227
OG0002025	lcl|BK010831.1_prot_DAC79903.1_268	SC_04743	SC_00215
OG0002026	lcl|BK010831.1_prot_DAC79904.1_269	SC_04744	SC_00214
OG0002027	lcl|BK010831.1_prot_DAC79905.1_270	SC_04745	SC_00213
OG0002028	lcl|BK010831.1_prot_DAC79912.1_277	SC_04761	SC_00195
OG0002029	lcl|BK010831.1_prot_DAC79913.1_278	SC_04762	SC_00194
OG0002030	lcl|BK010831.1_prot_DAC79914.1_279	SC_04764	SC_00191
OG0002031	lcl|BK010831.1_prot_DAC79916.1_281	SC_04768	SC_00190
OG0002032	lcl|BK010831.1_prot_DAC79917.1_282	SC_04769	SC_00189
OG0002033	lcl|BK010831.1_prot_DAC79920.1_285	SC_04775	SC_00183
OG0002034	lcl|BK010831.1_prot_289	SC_04778	SC_00182
OG0002035	lcl|BK010831.1_prot_298	SC_04790	SC_00174
OG0002036	lcl|BK010831.1_prot_DAC79930.1_303	SC_04798	SC_00170
OG0002037	lcl|BK010831.1_prot_DAC79931.1_304	SC_04799	SC_00169
OG0002038	lcl|BK010831.1_prot_DAC79932.1_305	SC_04800	SC_00168
OG0002039	lcl|BK010831.1_prot_306	SC_04802	SC_00165
OG0002040	lcl|BK010831.1_prot_DAC79933.1_307	SC_04803	SC_00164
OG0002041	lcl|BK010831.1_prot_312		SC_02962, SC_03146
OG0002042	lcl|BK010831.1_prot_313	SC_04809	SC_00158
OG0002043	lcl|BK010831.1_prot_DAC79938.1_319	SC_04814	SC_00151
OG0002044	lcl|BK010831.1_prot_DAC79945.1_326	SC_04892	SC_00143
OG0002045	lcl|BK010831.1_prot_DAC79950.1_332	SC_04833, SC_04901	
OG0002046	lcl|BK010831.1_prot_DAC79959.1_343	SC_04991	SC_00122
OG0002047	lcl|BK010831.1_prot_DAC79963.1_348	SC_04917	SC_00114
OG0002048	lcl|BK010831.1_prot_DAC79966.1_351	SC_03920, SC_05005	
OG0002049	lcl|BK010831.1_prot_DAC79969.1_354	SC_05007	SC_00103
OG0002050	lcl|BK010831.1_prot_DAC79977.1_363	SC_05017	SC_00095
OG0002051	lcl|BK010831.1_prot_DAC79978.1_364	SC_04941	SC_00094
OG0002052	lcl|BK010831.1_prot_DAC79981.1_367	SC_04944, SC_05021	
OG0002053	lcl|BK010831.1_prot_DAC79982.1_369	SC_05023	SC_00087
OG0002054	lcl|BK010831.1_prot_DAC79985.1_372	SC_04878, SC_04950	
OG0002055	lcl|BK010831.1_prot_DAC79986.1_373	SC_03944	SC_00084
OG0002056	lcl|BK010831.1_prot_DAC79987.1_374	SC_03945	SC_00083
OG0002057	lcl|BK010831.1_prot_DAC79992.1_379	SC_05033	SC_00433
OG0002058	lcl|BK010831.1_prot_DAC80010.1_398	SC_05044	SC_00063
OG0002059		SC_00001, SC_03784	SC_01691
OG0002060		SC_00014, SC_03795	SC_01679
OG0002061		SC_00019, SC_03800	SC_01674
OG0002062		SC_00027, SC_03807	SC_01669
OG0002063		SC_00036, SC_03818	SC_01656
OG0002064		SC_00041, SC_03822	SC_01653
OG0002065		SC_00043, SC_03825	SC_01649
OG0002066		SC_00049, SC_03832	SC_01643
OG0002067		SC_00056, SC_03838	SC_01640
OG0002068		SC_00064, SC_03846	SC_01633
OG0002069		SC_00066, SC_03848	SC_01632
OG0002070		SC_00073, SC_03855	SC_01627
OG0002071		SC_00083, SC_03863	SC_01619
OG0002072		SC_00085, SC_03865	SC_01617
OG0002073		SC_00191	SC_01374, SC_01501
OG0002074		SC_00328, SC_00338	SC_01356
OG0002075		SC_00561, SC_04120	SC_01155
OG0002076		SC_00589, SC_04641	SC_01131
OG0002077		SC_00793	SC_00937, SC_03083
OG0002078		SC_00808	SC_00922, SC_01499
OG0002079		SC_02608	SC_02827, SC_03865
OG0002080		SC_02846, SC_04794, SC_04811	
OG0002081		SC_03212	SC_02258, SC_02260
OG0002082		SC_03871, SC_04815	SC_00150
OG0002083		SC_03874, SC_04817, SC_04952	
OG0002084		SC_03881, SC_04824, SC_04962	
OG0002085		SC_03882, SC_04825	SC_00142
OG0002086		SC_03883, SC_04826	SC_00141
OG0002087		SC_03891, SC_04900, SC_04973	
OG0002088		SC_03892, SC_04975	SC_00133
OG0002089		SC_03896, SC_04979	SC_00128
OG0002090		SC_03933, SC_04871, SC_05018	
OG0002091		SC_03935	SC_00092, SC_00426
OG0002092		SC_03942, SC_04949, SC_05025	
OG0002093		SC_03949, SC_05031	SC_00078
OG0002094		SC_03952, SC_04486, SC_05072	
OG0002095		SC_03966, SC_04047, SC_04048	
OG0002096		SC_03973, SC_04039, SC_04381	
OG0002097		SC_03974, SC_04038, SC_04463	
OG0002098		SC_04005	SC_00006, SC_00554
OG0002099		SC_04006	SC_00005, SC_00553
OG0002100		SC_04012, SC_04352	SC_00013
OG0002101		SC_04028, SC_04372, SC_04451	
OG0002102		SC_04035, SC_04656	SC_00040
OG0002103		SC_04036, SC_04379, SC_04460	
OG0002104		SC_04051, SC_04388	SC_00049
OG0002105		SC_04058, SC_04395	SC_00525
OG0002106		SC_04064, SC_04338, SC_04484	
OG0002107		SC_04065, SC_04337, SC_04485	
OG0002108		SC_04075, SC_04327, SC_04410	
OG0002109		SC_04091, SC_04313, SC_04423	
OG0002110		SC_04095, SC_04427, SC_05094	
OG0002111		SC_04103, SC_04300, SC_04520	
OG0002112		SC_04105, SC_04297, SC_04523	
OG0002113		SC_04106, SC_04296, SC_04524	
OG0002114		SC_04123, SC_04277	SC_00055
OG0002115		SC_04128, SC_04272	SC_00058
OG0002116		SC_04130, SC_04270	SC_00060
OG0002117		SC_04186, SC_04187, SC_04217	
OG0002118		SC_04306, SC_04431	SC_00497
OG0002119		SC_04335, SC_04402, SC_05035	
OG0002120		SC_04837, SC_04903, SC_04981	
OG0002121		SC_04854, SC_05001	SC_00109
OG0002122		SC_04856, SC_05003	SC_00107
OG0002123		SC_04896, SC_04965	SC_00138
OG0002124			SC_00405, SC_01111, SC_01930
OG0002125			SC_03416, SC_03483, SC_03485
OG0002126	lcl|BK010829.1_prot_DAC77344.1_15		SC_01158
OG0002127	lcl|BK010829.1_prot_DAC77345.1_16		SC_01157
OG0002128	lcl|BK010829.1_prot_DAC77350.1_21	SC_00566	
OG0002129	lcl|BK010829.1_prot_DAC77352.1_23		SC_01147
OG0002130	lcl|BK010829.1_prot_DAC77354.1_25	SC_00569	
OG0002131	lcl|BK010829.1_prot_DAC77363.1_36	SC_00583	
OG0002132	lcl|BK010829.1_prot_38		SC_00407
OG0002133	lcl|BK010829.1_prot_DAC77366.1_40		SC_01135
OG0002134	lcl|BK010829.1_prot_DAC77379.1_54	SC_00607	
OG0002135	lcl|BK010829.1_prot_59		SC_01112
OG0002136	lcl|BK010829.1_prot_DAC77395.1_74	SC_00634	
OG0002137	lcl|BK010829.1_prot_DAC77400.1_83		SC_01086
OG0002138	lcl|BK010829.1_prot_DAC77410.1_93		SC_01063
OG0002139	lcl|BK010829.1_prot_106	SC_00684	
OG0002140	lcl|BK010829.1_prot_109		SC_01038
OG0002141	lcl|BK010829.1_prot_DAC77431.1_117	SC_00700	
OG0002142	lcl|BK010829.1_prot_DAC77435.1_121	SC_00708	
OG0002143	lcl|BK010829.1_prot_DAC77441.1_127	SC_00718	
OG0002144	lcl|BK010829.1_prot_DAC77443.1_129	SC_00724	
OG0002145	lcl|BK010829.1_prot_DAC77447.1_134		SC_01004
OG0002146	lcl|BK010829.1_prot_135		SC_01003
OG0002147	lcl|BK010829.1_prot_DAC77471.1_160		SC_00952
OG0002148	lcl|BK010829.1_prot_DAC77483.1_172		SC_00925
OG0002149	lcl|BK010829.1_prot_DAC77493.1_182		SC_00908
OG0002150	lcl|BK010829.1_prot_DAC77496.1_186	SC_00826	
OG0002151	lcl|BK010829.1_prot_DAC77498.1_188		SC_00901
OG0002152	lcl|BK010829.1_prot_191		SC_00897
OG0002153	lcl|BK010829.1_prot_DAC77501.1_193	SC_00831	
OG0002154	lcl|BK010829.1_prot_197, lcl|BK010829.1_prot_199		
OG0002155	lcl|BK010829.1_prot_DAC77517.1_211		SC_00867
OG0002156	lcl|BK010829.1_prot_DAC77523.1_217	SC_00867	
OG0002157	lcl|BK010829.1_prot_DAC77526.1_220		SC_00855
OG0002158	lcl|BK010829.1_prot_DAC77529.1_223	SC_00872	
OG0002159	lcl|BK010829.1_prot_DAC77533.1_227	SC_00880	
OG0002160	lcl|BK010829.1_prot_DAC77539.1_233		SC_00834
OG0002161	lcl|BK010829.1_prot_DAC77548.1_242	SC_00905	
OG0002162	lcl|BK010829.1_prot_DAC77551.1_245		SC_00816
OG0002163	lcl|BK010829.1_prot_DAC77556.1_250	SC_00918	
OG0002164	lcl|BK010829.1_prot_DAC77565.1_259		SC_00061
OG0002165	lcl|BK010829.1_prot_DAC77570.1_264		SC_00793
OG0002166	lcl|BK010829.1_prot_DAC77571.1_265		SC_00792
OG0002167	lcl|BK010829.1_prot_DAC77575.1_269		SC_00785
OG0002168	lcl|BK010829.1_prot_DAC77582.1_276		SC_00769
OG0002169	lcl|BK010829.1_prot_DAC77587.1_281	SC_00958	
OG0002170	lcl|BK010829.1_prot_DAC77603.1_299	SC_01000	
OG0002171	lcl|BK010829.1_prot_DAC77609.1_305		SC_00715
OG0002172	lcl|BK010829.1_prot_DAC77612.1_308	SC_01021	
OG0002173	lcl|BK010829.1_prot_DAC77615.1_311	SC_01025	
OG0002174	lcl|BK010829.1_prot_DAC77616.1_312		SC_00703
OG0002175	lcl|BK010829.1_prot_DAC77617.1_313	SC_01026	
OG0002176	lcl|BK010829.1_prot_DAC77621.1_317		SC_00694
OG0002177	lcl|BK010829.1_prot_DAC77623.1_319		SC_00691
OG0002178	lcl|BK010829.1_prot_DAC77636.1_332		SC_00673
OG0002179	lcl|BK010829.1_prot_DAC77637.1_333	SC_01057	
OG0002180	lcl|BK010829.1_prot_DAC77640.1_336		SC_00668
OG0002181	lcl|BK010829.1_prot_DAC77649.1_345		SC_00654
OG0002182	lcl|BK010829.1_prot_DAC77650.1_346		SC_00653
OG0002183	lcl|BK010829.1_prot_DAC77655.1_351	SC_01089	
OG0002184	lcl|BK010829.1_prot_DAC77657.1_353		SC_00640
OG0002185	lcl|BK010829.1_prot_DAC77661.1_357	SC_01106	
OG0002186	lcl|BK010829.1_prot_DAC77665.1_361		SC_00621
OG0002187	lcl|BK010829.1_prot_DAC77667.1_363		SC_00617
OG0002188	lcl|BK010829.1_prot_DAC77675.1_371		SC_00607
OG0002189	lcl|BK010829.1_prot_DAC77676.1_372	SC_01125	
OG0002190	lcl|BK010829.1_prot_DAC77682.1_378	SC_01138	
OG0002191	lcl|BK010829.1_prot_DAC77687.1_383		SC_04170
OG0002192	lcl|BK010829.1_prot_DAC77688.1_384		SC_04169
OG0002193	lcl|BK010829.1_prot_DAC77707.1_404		SC_04135
OG0002194	lcl|BK010829.1_prot_411		SC_04123
OG0002195	lcl|BK010829.1_prot_DAC77720.1_418		SC_04111
OG0002196	lcl|BK010829.1_prot_DAC77728.1_426		SC_04096
OG0002197	lcl|BK010829.1_prot_DAC77734.1_432		SC_04085
OG0002198	lcl|BK010829.1_prot_DAC77735.1_433		SC_04084
OG0002199	lcl|BK010829.1_prot_DAC77741.1_439	SC_01235	
OG0002200	lcl|BK010829.1_prot_DAC77743.1_441	SC_01238	
OG0002201	lcl|BK010829.1_prot_DAC77756.1_454		SC_04057
OG0002202	lcl|BK010829.1_prot_DAC77767.1_465	SC_01284	
OG0002203	lcl|BK010829.1_prot_DAC77772.1_470		SC_04032
OG0002204	lcl|BK010829.1_prot_DAC77774.1_472		SC_04029
OG0002205	lcl|BK010829.1_prot_DAC77775.1_473	SC_01292	
OG0002206	lcl|BK010829.1_prot_DAC77778.1_476		SC_04018
OG0002207	lcl|BK010829.1_prot_DAC77784.1_482		SC_04009
OG0002208	lcl|BK010829.1_prot_DAC77787.1_485		SC_04006
OG0002209	lcl|BK010829.1_prot_DAC77805.1_503		SC_03978
OG0002210	lcl|BK010829.1_prot_DAC77808.1_506		SC_03972
OG0002211	lcl|BK010829.1_prot_DAC77809.1_507		SC_03971
OG0002212	lcl|BK010829.1_prot_DAC77811.1_509		SC_03968
OG0002213	lcl|BK010829.1_prot_DAC77813.1_511	SC_01353	
OG0002214	lcl|BK010829.1_prot_DAC77815.1_513		SC_03962
OG0002215	lcl|BK010829.1_prot_516	SC_01360	
OG0002216	lcl|BK010829.1_prot_DAC77819.1_519	SC_01365	
OG0002217	lcl|BK010829.1_prot_DAC77822.1_523	SC_01372	
OG0002218	lcl|BK010829.1_prot_DAC77825.1_526	SC_01376	
OG0002219	lcl|BK010829.1_prot_DAC77826.1_527		SC_03949
OG0002220	lcl|BK010829.1_prot_DAC77827.1_528	SC_01378	
OG0002221	lcl|BK010829.1_prot_DAC77833.1_534	SC_01394	
OG0002222	lcl|BK010829.1_prot_DAC77840.1_541	SC_01407	
OG0002223	lcl|BK010829.1_prot_DAC77845.1_546		SC_03916
OG0002224	lcl|BK010829.1_prot_DAC77849.1_550		SC_03912
OG0002225	lcl|BK010829.1_prot_556	SC_01433	
OG0002226	lcl|BK010829.1_prot_DAC77858.1_560		SC_03894
OG0002227	lcl|BK010829.1_prot_DAC77867.1_569		SC_03879
OG0002228	lcl|BK010829.1_prot_DAC77871.1_573		SC_03874
OG0002229	lcl|BK010829.1_prot_DAC77873.1_575		SC_03870
OG0002230	lcl|BK010829.1_prot_DAC77879.1_581		SC_03861
OG0002231	lcl|BK010829.1_prot_DAC77887.1_589	SC_01488	
OG0002232	lcl|BK010829.1_prot_591		SC_03848
OG0002233	lcl|BK010829.1_prot_DAC77892.1_596	SC_01497	
OG0002234	lcl|BK010829.1_prot_DAC77898.1_602		SC_03829
OG0002235	lcl|BK010829.1_prot_DAC77902.1_606		SC_03820
OG0002236	lcl|BK010829.1_prot_DAC77915.1_619		SC_03801
OG0002237	lcl|BK010829.1_prot_DAC77939.1_643		SC_03750
OG0002238	lcl|BK010829.1_prot_DAC77942.1_646	SC_01590	
OG0002239	lcl|BK010829.1_prot_DAC77951.1_655	SC_01603	
OG0002240	lcl|BK010829.1_prot_DAC77962.1_667	SC_01629	
OG0002241	lcl|BK010829.1_prot_DAC77973.1_678	SC_01650	
OG0002242	lcl|BK010829.1_prot_DAC77976.1_681		SC_03688
OG0002243	lcl|BK010829.1_prot_DAC77984.1_689	SC_01674	
OG0002244	lcl|BK010829.1_prot_DAC78006.1_712	SC_01713	
OG0002245	lcl|BK010829.1_prot_DAC78010.1_716	SC_01723	
OG0002246	lcl|BK010829.1_prot_DAC78013.1_719	SC_01728	
OG0002247	lcl|BK010829.1_prot_DAC78019.1_725	SC_01736	
OG0002248	lcl|BK010829.1_prot_DAC78026.1_732		SC_03610
OG0002249	lcl|BK010829.1_prot_DAC78055.1_761		SC_03556
OG0002250	lcl|BK010829.1_prot_DAC78059.1_765		SC_03546
OG0002251	lcl|BK010829.1_prot_DAC78063.1_769	SC_01843	
OG0002252	lcl|BK010829.1_prot_DAC78068.1_774	SC_01850	
OG0002253	lcl|BK010829.1_prot_DAC78074.1_780		SC_03521
OG0002254	lcl|BK010829.1_prot_DAC78117.1_823		SC_03443
OG0002255	lcl|BK010829.1_prot_DAC78119.1_826		SC_03441
OG0002256	lcl|BK010829.1_prot_DAC78122.1_831		SC_03440
OG0002257	lcl|BK010829.1_prot_DAC78139.1_848		SC_03412
OG0002258	lcl|BK010829.1_prot_DAC78156.1_865	SC_01999	
OG0002259	lcl|BK010829.1_prot_DAC78162.1_871	SC_02008	
OG0002260	lcl|BK010829.1_prot_DAC78166.1_875	SC_02012	
OG0002261	lcl|BK010829.1_prot_DAC78186.1_895		SC_03345
OG0002262	lcl|BK010829.1_prot_DAC78194.1_903		SC_03328
OG0002263	lcl|BK010829.1_prot_DAC78203.1_912		SC_03313
OG0002264	lcl|BK010829.1_prot_DAC78216.1_925	SC_02106	
OG0002265	lcl|BK010829.1_prot_DAC78222.1_931	SC_02117	
OG0002266	lcl|BK010829.1_prot_DAC78230.1_939		SC_03273
OG0002267	lcl|BK010829.1_prot_DAC78233.1_942	SC_02134	
OG0002268	lcl|BK010829.1_prot_DAC78236.1_945		SC_03265
OG0002269	lcl|BK010829.1_prot_DAC78238.1_947	SC_02140	
OG0002270	lcl|BK010829.1_prot_DAC78239.1_948	SC_02141	
OG0002271	lcl|BK010829.1_prot_DAC78240.1_949	SC_02144	
OG0002272	lcl|BK010829.1_prot_DAC78247.1_956	SC_02158	
OG0002273	lcl|BK010829.1_prot_DAC78252.1_961	SC_02168	
OG0002274	lcl|BK010829.1_prot_DAC78257.1_966		SC_03237
OG0002275	lcl|BK010829.1_prot_DAC78261.1_970		SC_03233
OG0002276	lcl|BK010829.1_prot_DAC78267.1_976		SC_03224
OG0002277	lcl|BK010829.1_prot_DAC78269.1_978		SC_03221
OG0002278	lcl|BK010829.1_prot_DAC78273.1_982		SC_03217
OG0002279	lcl|BK010829.1_prot_DAC78275.1_984		SC_03214
OG0002280	lcl|BK010829.1_prot_DAC78287.1_996		SC_03195
OG0002281	lcl|BK010829.1_prot_DAC78302.1_1012		SC_03164
OG0002282	lcl|BK010829.1_prot_DAC78304.1_1014		SC_03161
OG0002283	lcl|BK010829.1_prot_DAC78307.1_1017	SC_02263	
OG0002284	lcl|BK010829.1_prot_DAC78314.1_1025		SC_03142
OG0002285	lcl|BK010829.1_prot_1032		SC_03131
OG0002286	lcl|BK010829.1_prot_DAC78324.1_1036		SC_03126
OG0002287	lcl|BK010829.1_prot_DAC78326.1_1038	SC_02300	
OG0002288	lcl|BK010829.1_prot_DAC78336.1_1048		SC_03101
OG0002289	lcl|BK010829.1_prot_DAC78366.1_1080		SC_03060
OG0002290	lcl|BK010829.1_prot_DAC78378.1_1092		SC_03045
OG0002291	lcl|BK010829.1_prot_DAC78380.1_1094	SC_02388	
OG0002292	lcl|BK010829.1_prot_DAC78393.1_1107		SC_03012
OG0002293	lcl|BK010829.1_prot_DAC78410.1_1124		SC_02982
OG0002294	lcl|BK010829.1_prot_DAC78421.1_1135		SC_02961
OG0002295	lcl|BK010829.1_prot_DAC78425.1_1139	SC_02473	
OG0002296	lcl|BK010829.1_prot_DAC78429.1_1143		SC_02948
OG0002297	lcl|BK010829.1_prot_DAC78438.1_1152		SC_02934
OG0002298	lcl|BK010829.1_prot_DAC78439.1_1153	SC_02498	
OG0002299	lcl|BK010829.1_prot_DAC78440.1_1154		SC_02931
OG0002300	lcl|BK010829.1_prot_DAC78441.1_1155	SC_02500	
OG0002301	lcl|BK010829.1_prot_DAC78454.1_1168	SC_02523	
OG0002302	lcl|BK010829.1_prot_DAC78461.1_1175	SC_02533	
OG0002303	lcl|BK010829.1_prot_DAC78466.1_1180		SC_02895
OG0002304	lcl|BK010829.1_prot_1182	SC_02543	
OG0002305	lcl|BK010829.1_prot_DAC78469.1_1184	SC_02545	
OG0002306	lcl|BK010829.1_prot_DAC78476.1_1191	SC_02555	
OG0002307	lcl|BK010829.1_prot_DAC78478.1_1193		SC_02878
OG0002308	lcl|BK010829.1_prot_DAC78480.1_1195	SC_02560	
OG0002309	lcl|BK010829.1_prot_DAC78487.1_1202		SC_02862
OG0002310	lcl|BK010829.1_prot_DAC78507.1_1222	SC_02609	
OG0002311	lcl|BK010829.1_prot_DAC78510.1_1225		SC_02821
OG0002312	lcl|BK010829.1_prot_DAC78522.1_1237		SC_02808
OG0002313	lcl|BK010829.1_prot_DAC78536.1_1251		SC_02777
OG0002314	lcl|BK010829.1_prot_DAC78566.1_1281	SC_02722	
OG0002315	lcl|BK010829.1_prot_DAC78570.1_1285		SC_02709
OG0002316	lcl|BK010829.1_prot_DAC78578.1_1293		SC_02689
OG0002317	lcl|BK010829.1_prot_DAC78580.1_1295		SC_02686
OG0002318	lcl|BK010829.1_prot_DAC78585.1_1300		SC_02678
OG0002319	lcl|BK010829.1_prot_1303		SC_02674
OG0002320	lcl|BK010829.1_prot_1305	SC_02764	
OG0002321	lcl|BK010829.1_prot_DAC78588.1_1306		SC_02672
OG0002322	lcl|BK010829.1_prot_DAC78590.1_1309		SC_02668
OG0002323	lcl|BK010829.1_prot_DAC78609.1_1328	SC_02795	
OG0002324	lcl|BK010829.1_prot_DAC78611.1_1330		SC_02632
OG0002325	lcl|BK010829.1_prot_DAC78613.1_1332	SC_02805	
OG0002326	lcl|BK010829.1_prot_DAC78616.1_1335	SC_02810	
OG0002327	lcl|BK010829.1_prot_DAC78639.1_1359		SC_02596
OG0002328	lcl|BK010829.1_prot_DAC78644.1_1364		SC_02589
OG0002329	lcl|BK010829.1_prot_DAC78650.1_1370		SC_02579
OG0002330	lcl|BK010829.1_prot_DAC78659.1_1379		SC_02565
OG0002331	lcl|BK010829.1_prot_DAC78665.1_1385	SC_02889	
OG0002332	lcl|BK010829.1_prot_DAC78669.1_1389		SC_02549
OG0002333	lcl|BK010829.1_prot_DAC78679.1_1399	SC_02909	
OG0002334	lcl|BK010829.1_prot_DAC78717.1_1438	SC_02980	
OG0002335	lcl|BK010829.1_prot_DAC78718.1_1439	SC_02984	
OG0002336	lcl|BK010829.1_prot_DAC78729.1_1450	SC_03000	
OG0002337	lcl|BK010829.1_prot_DAC78743.1_1464	SC_03023	
OG0002338	lcl|BK010829.1_prot_DAC78747.1_1468		SC_02427
OG0002339	lcl|BK010829.1_prot_DAC78750.1_1471		SC_02424
OG0002340	lcl|BK010829.1_prot_DAC78752.1_1473	SC_03039	
OG0002341	lcl|BK010829.1_prot_DAC78759.1_1480		SC_02411
OG0002342	lcl|BK010829.1_prot_DAC78762.1_1483	SC_03057	
OG0002343	lcl|BK010829.1_prot_DAC78765.1_1486		SC_02401
OG0002344	lcl|BK010829.1_prot_DAC78773.1_1494	SC_03075	
OG0002345	lcl|BK010829.1_prot_DAC78781.1_1502		SC_02375
OG0002346	lcl|BK010829.1_prot_DAC78787.1_1508		SC_02361
OG0002347	lcl|BK010829.1_prot_DAC78791.1_1512		SC_02354
OG0002348	lcl|BK010829.1_prot_DAC78816.1_1537		SC_02310
OG0002349	lcl|BK010829.1_prot_DAC78821.1_1542		SC_02303
OG0002350	lcl|BK010829.1_prot_DAC78826.1_1547	SC_03169	
OG0002351	lcl|BK010829.1_prot_DAC78833.1_1554		SC_02286
OG0002352	lcl|BK010829.1_prot_DAC78845.1_1566	SC_03203	
OG0002353	lcl|BK010829.1_prot_DAC78848.1_1569		SC_02265
OG0002354	lcl|BK010829.1_prot_DAC78850.1_1571		SC_02263
OG0002355	lcl|BK010829.1_prot_DAC78853.1_1574		SC_02259
OG0002356	lcl|BK010829.1_prot_DAC78862.1_1583		SC_02241
OG0002357	lcl|BK010829.1_prot_DAC78880.1_1602		SC_02214
OG0002358	lcl|BK010829.1_prot_DAC78882.1_1604		SC_02211
OG0002359	lcl|BK010829.1_prot_DAC78884.1_1606		SC_02210
OG0002360	lcl|BK010829.1_prot_DAC78890.1_1612		SC_02194
OG0002361	lcl|BK010829.1_prot_DAC78895.1_1617		SC_02187
OG0002362	lcl|BK010829.1_prot_DAC78905.1_1627		SC_02175
OG0002363	lcl|BK010829.1_prot_DAC78909.1_1631	SC_03304	
OG0002364	lcl|BK010829.1_prot_DAC78911.1_1633		SC_02167
OG0002365	lcl|BK010829.1_prot_DAC78913.1_1635		SC_02163
OG0002366	lcl|BK010829.1_prot_DAC78916.1_1638	SC_03315	
OG0002367	lcl|BK010829.1_prot_DAC78919.1_1641	SC_03319	
OG0002368	lcl|BK010829.1_prot_DAC78923.1_1645	SC_03327	
OG0002369	lcl|BK010829.1_prot_DAC78924.1_1646		SC_02146
OG0002370	lcl|BK010829.1_prot_DAC78928.1_1650		SC_02139
OG0002371	lcl|BK010829.1_prot_DAC78930.1_1652	SC_03340	
OG0002372	lcl|BK010829.1_prot_DAC78938.1_1660		SC_02125
OG0002373	lcl|BK010829.1_prot_DAC78941.1_1663		SC_02122
OG0002374	lcl|BK010829.1_prot_DAC78943.1_1665	SC_03353	
OG0002375	lcl|BK010829.1_prot_DAC78946.1_1668		SC_02118
OG0002376	lcl|BK010829.1_prot_DAC78949.1_1671	SC_03360	
OG0002377	lcl|BK010829.1_prot_DAC78951.1_1673		SC_02112
OG0002378	lcl|BK010829.1_prot_DAC78954.1_1676		SC_02109
OG0002379	lcl|BK010829.1_prot_DAC78955.1_1677	SC_03368	
OG0002380	lcl|BK010829.1_prot_DAC78971.1_1693	SC_03400	
OG0002381	lcl|BK010829.1_prot_DAC78973.1_1695		SC_02082
OG0002382	lcl|BK010829.1_prot_DAC78974.1_1696		SC_02081
OG0002383	lcl|BK010829.1_prot_DAC78976.1_1698	SC_03404	
OG0002384	lcl|BK010829.1_prot_DAC78992.1_1714	SC_03436	
OG0002385	lcl|BK010829.1_prot_DAC79007.1_1729	SC_03462	
